Question,Answer
Những ngôi chùa nào ở tỉnh Vĩnh Phúc?,Đoạn văn không đề cập đến bất kỳ ngôi chùa nào ở Vĩnh Phúc.
Chùa Hương có tên gọi khác là gì?,Đoạn văn không đề cập đến chùa Hương.
Chùa Hương được xây dựng từ khi nào?,Đoạn văn không đề cập đến chùa Hương.
Chùa Hương có bao nhiêu năm tuổi?,Đoạn văn không đề cập đến chùa Hương.
Chùa Hương xây dựng vào thời đại nào?,Đoạn văn không đề cập đến chùa Hương.
Chùa Hương có kiến trúc gì đặc biệt?,Đoạn văn không đề cập đến chùa Hương.
Chùa Hương tổ chức lễ hội vào ngày nào?,Đoạn văn không đề cập đến chùa Hương.
Chùa Hương đã qua bao nhiêu lần tu sửa?,Đoạn văn không đề cập đến chùa Hương.
Diện tích của chùa Hương là bao nhiêu?,Đoạn văn không đề cập đến chùa Hương.
"Chùa Hương có những bảo vật, hiện vật quý giá nào?",Đoạn văn không đề cập đến chùa Hương.
Chùa Hương tọa lạc tại vị trí nào?,Đoạn văn không đề cập đến chùa Hương.
Những ngôi chùa nào gần ngôi chùa Hương?,Đoạn văn không đề cập đến chùa Hương.
Chùa Hương thờ ai?,Đoạn văn không đề cập đến chùa Hương.
Từng gian ở chùa Hương thờ ai?,Đoạn văn không đề cập đến chùa Hương.
Những ngôi chùa nào thờ đức thánh Tản Viên?,Đoạn văn không đề cập đến Đức thánh Tản Viên.
Chùa Hương được xây dựng từ vật liệu nào?,Đoạn văn không đề cập đến chùa Hương.
Những ngôi chùa nào đạt di tích lịch sử cấp quốc gia?,Đoạn văn không đề cập đến chùa.
Những ngôi chùa nào đạt di tích lịch sử cấp tỉnh?,Đoạn văn không đề cập đến chùa.
"Chùa Hương có những gian, tòa nào?",Đoạn văn không đề cập đến chùa Hương.
Những câu chuyện liên quan tới chùa Hương?,Đoạn văn không đề cập đến chùa Hương.
Những câu chuyện nào liên quan tới vị Đức thánh Tản Viên?,Đoạn văn không đề cập đến Đức thánh Tản Viên.
Chi tiết về các lần tu sửa?,Đoạn văn không đề cập đến việc tu sửa.
"Chi tiết về các bảo vật, hiện vật?","Đoạn văn có đề cập đến các di vật quý hiếm tại Đền thờ danh tướng Nguyễn Văn Nhượng như: đồ gỗ, di vật giấy, đồ xứ, đồ đồng, di vật đá..."
Chi tiết về lễ hội chùa Hương?,Đoạn văn không đề cập đến chùa Hương.
Những sự kiện lịch sử quan trọng đã diễn ra tại chùa Hương?,Đoạn văn không đề cập đến chùa Hương.
"Ai là người sáng lập, đứng đầu đầu tiên của chùa Hương?",Đoạn văn không đề cập đến chùa Hương.
Vị Đức thánh Tản Viên được mô tả như thế nào?,Đoạn văn không đề cập đến Đức thánh Tản Viên.
Vị Đức thánh Tản Viên sáng lập ra những ngôi chùa nào?,Đoạn văn không đề cập đến Đức thánh Tản Viên.
Những vị nổi tiếng nào từng trụ trì tại chùa Hương?,Đoạn văn không đề cập đến chùa Hương.
Chùa Hương có ảnh hưởng như thế nào đến cộng đồng địa phương?,Đoạn văn không đề cập đến chùa Hương.
Đền Bà có tên gọi khác là gì?,Đền Bà còn gọi là đền Vị Thanh.
Đền Bà được xây dựng từ khi nào?,"Đền được xây dựng vào thời Nguyễn, khoảng cuối thế kỷ XIX."
Đền Bà xây dựng vào thời đại nào?,Đền được xây dựng vào thời Nguyễn.
Đền Bà có kiến trúc gì đặc biệt?,"Đền gồm 3 toà kiến trúc bố cục theo kiểu chữ “công”: tiền tế 5 gian, hai mái bít đốc có cửa gỗ bức bàn, 1 gian ống và 3 gian hậu cung, có tạo gác lửng làm khám thờ thần. Kết cấu 6 bộ vì chồng rường giá chiêng, kỹ thuật mộng sàm đạt đến trình độ cao toàn đền có 32 cột gỗ chắc khỏe, chân cột kê đá chống ẩm và mối mọt. Bộ mái của tòa ống muống và hậu cung làm theo kiểu chồng diêm và được lợp ngói mũi truyền thống."
Đền Bà tổ chức lễ hội vào ngày nào?,"Đền Bà tổ chức lễ hội tế trâu vào ngày 13, 14, 15/10 âm lịch."
Đền Bà tọa lạc tại vị trí nào?,"Đền Bà tọa lạc tại thôn Vị Thanh, xã Thanh Trù, thành phố Vĩnh Yên."
Đền Bà thờ ai?,Đền Bà thờ vị nữ tướng Thanh Nương.
"Đền Bà có những bảo vật, hiện vật quý giá nào?","Đền còn có 4 bộ long ngai và các bức hoành phi, câu đối chữ Hán, là những cổ vật quý, được gia cố công phu, trang trí cầu kỳ."
Chi tiết về lễ hội đền Bà?,"Lễ hội tế trâu diễn ra vào ngày 13, 14, 15/10 âm lịch. Các công việc chuẩn bị cho tiệc tế trâu đã được tiến hành như: chọn trâu lễ, chọn người nuôi trâu lễ, làm chuồng nuôi trâu lễ và lập ban thờ bộ hạ... Lễ hội tế trâu chính thức diễn ra từ trưa ngày 13 tháng 10 âm lịch với các nghi thức theo trình tự là: Lễ cáo, rước ban thờ bộ hạ, dẫn trâu ra sân đình. Đêm 13 tháng10 tổ chức tế ở đình làng rồi rước trâu ra đền. Đoàn rước đi đầu là trâu lễ, người nuôi trâu trong trang phục quần áo đỏ, chạc trâu tết bằng dây đỏ, kiệu bát cống rồi kiệu quan bộ hạ, tiếp theo là các đội tế, phường bát âm, chiêng, trống, đi sau cùng là dân làng hồ hởi reo hò với hàng trăm bó đuốc tỏa sáng rực rỡ. Cuộc lễ được tiếp diễn ở đền với một loạt các nghi thức nữa: tắm trâu, làm lễ nghinh thánh, dắt trâu vào đền làm lễ hiến tế trâu. Phần hội còn tiếp diễn thêm với những trò chơi vui khỏe đến hết ngày 15 mới làm lễ tạ."
Đền Bạch Trì tọa lạc tại vị trí nào?,"Đền Bạch Trì tọa lạc ở thôn Long Trì, thị trấn Hợp Hoà, huyện Tam Dương, cách quốc lộ 2B (đi Sơn Dương - Tuyên Quang) 1km, cách ngã ba Tam Dương 7km."
Diện tích của đền Bạch Trì là bao nhiêu?,Diện tích mặt bằng kiến trúc đền là 76m2.
Đền Bạch Trì thờ ai?,"Đền thờ tam vị: Đệ nhất Sơn Lạc Đại Vương, đệ nhị Sơn Lạc Đại Vương, đệ tam Sơn Lạc Đại Vương, thường gọi là 3 anh em Lã Lạc."
Đền Bạch Trì có kiến trúc gì đặc biệt?,"Đền Bạch Trì có kiến trúc 3 gian thờ dọc, 2 gian ngoài là tiền tế, gian trong cùng bố trí thượng cung bởi sàn ván gỗ nâng cao cách nền 1,60m. Kết cấu vì kèo theo dạng thức “chồng rường giá chiêng”, gồm 5 bộ vì, 4 hàng chân (20 cột gỗ lim) kê trên đá tảng."
"Chi tiết về các bảo vật, hiện vật?","Đền Bạch Trì lưu giữ nhiều mảng chạm khắc gỗ truyền thống với trình độ kỹ thuật tinh xảo, khả năng tư duy sáng tạo, nghệ thuật sâu sắc và tâm nghề chí thành. Các bức chạm gỗ dân gian về các đề tài “tứ linh” (Long - Ly - Quy - Phượng) với các mô típ: Rồng ổ, phượng càm thư, lân cõng chữ thọ,…được thể hiện rất sắc nét, duyên dáng, uyển chuyển, sống động qua kỹ thuật đục bong, chạm lộng trên các bức cốn nách, xà rồng, bức vỉ ruồi đầu hồi, cửa võng,…"
"Đền Bạch Trì có những gian, tòa nào?","Đền Bạch Trì có 3 gian thờ dọc, 2 gian ngoài là tiền tế, gian trong cùng bố trí thượng cung."
Đền Bạch Trì được xây dựng từ vật liệu nào?,Đền Bạch Trì có 20 cột gỗ lim kê trên đá tảng.
Đền Phú Đa tọa lạc tại vị trí nào?,"Đền Phú Đa toạ lạc trên cánh đồng xóm Giếng, xã Phú Hoa, tổng Tang Thác, huyện Tiên Phong, phủ Quảng Oai, trấn Sơn Tây. Nay thuộc xã Phú Đa, huyện Vĩnh Tường, tỉnh Vĩnh Phúc."
Đền Phú Đa thờ ai?,"Đền thờ “Lãng Phương hầu Nguyễn Danh Thường, Tiên phong đặc tiến, phụ quốc Thượng tướng quân, tham mưu trung quân Đô Đốc phủ, Khâm sai kiểm sát thất thành”."
Đền Phú Đa được xây dựng từ khi nào?,"Đền làm thời vua Lê Hiển Tông, niên hiệu Cảnh Hưng (1740 - 1786)."
Đền Phú Đa có kiến trúc gì đặc biệt?,"Đền Phú Đa có 3 toà kiến trúc (cổng đền, đại bái, từ đường) bố cục theo kiểu chữ “Tam”. Các toà của đền đều có kết cấu kiến trúc kiểu tứ trụ lòng thuyền, vừa đẹp lại khoẻ."
"Đền Phú Đa có những gian, tòa nào?","Đền Phú Đa có 3 toà kiến trúc (cổng đền, đại bái, từ đường)."
Đền Phú Đa được xây dựng từ vật liệu nào?,Toàn bộ vật liệu làm đền đều bằng gỗ lim được kén chọn cẩn thận cả về kích thước và độ già của gỗ.
Những ngôi chùa nào ở tỉnh Vĩnh Phúc?,Không có thông tin về các ngôi chùa khác ở Vĩnh Phúc trong đoạn văn.
"Về mỹ thuật trang trí tạo hình, đền Phú Đa có những di vật gì?","Đây là ngôi đền có nhiều di vật đá nhất trong số các kiến trúc cổ hiện còn ở Vĩnh Phúc. Chỉ tính những di vật được đục chạm thành tác phẩm nghệ thuật hoàn chỉnh thì đều đã có 48 tác phẩm. Đó là những phù điêu tượng tròn quan lại, vệ sỹ, rồng, sư tử, voi, ngựa, chó, các đồ thờ: án gian, ngai, sập, bàn tấu, án thư, lư hương, đèn…và 10 bia đá còn nguyên vẹn, được khắc năm 1750 (1 bia) và 1767 (9 bia), nội dung ghi hương ước, điều lệ nghi tiết cúng giỗ hậu thần, phúc thần và liệt tổ, liệt tông, ghi khắc các điều dạy bảo con cháu biết cách ăn ở, các điều cam kết về bổn phận đối với từ đường."
Đền Bắc Cung có tên gọi khác là gì?,Đền Bắc Cung có tên gọi nôm là đền Thính.
Đền Thính thờ ai?,Đền Thính thờ đức thánh Tản Viên.
Những ngôi chùa nào thờ đức thánh Tản Viên?,"Đền Bắc Cung (tên gọi nôm là đền Thính), Tây cung, Nam cung, Đông cung thờ đức thánh Tản Viên."
Đền Thính tọa lạc tại vị trí nào?,"Đền Thính thuộc xã Tam Hồng, huyện Yên Lạc."
Đền Thính được xây dựng từ khi nào?,Đền Thính được khởi dựng cách đây 20 thế kỷ trên nền một ngôi miếu nhỏ thờ đức thánh Tản.
Đền Thính được xây dựng từ vật liệu nào?,Không có thông tin về vật liệu xây dựng trong đoạn văn.
Đền Thính có kiến trúc gì đặc biệt?,"Đền có một khu vườn cây um tùm quanh năm xanh tốt, những cành cây vươn dài, tán lá xòe ra như bàn tay khổng lồ ôm lấy mái đền cổ kính, uy linh. Hai bên tả mạc, hữu mạc đứng uy nghi và trầm mặc bao lấy khu sân gạch rộng lớn."
Diện tích của đền Thính là bao nhiêu?,Đền Thính tọa lạc trên khu đất rộng 10.000m2.
Đền Thính tổ chức lễ hội vào ngày nào?,Lễ hội đền Thính được mở từ ngày mùng 6 tháng Giêng đến hết ngày 20 tháng Giêng âm lịch.
Đền Thính đã qua bao nhiêu lần tu sửa?,"Đền Thính đã được xây lại thành đền lớn vào đời vua Lý Thần Tông (1072-1128), tu sửa nhiều lần vào đời Vua Minh Mạng (1820-1840) và trùng tu lại vào đời vua Thành Thái đến đời Khải Định thứ 6 mới xong (1900-1921)."
Chi tiết về lễ hội đền Thính?,"Lễ hội đền Thính được mở từ ngày mùng 6 tháng Giêng đến hết ngày 20 tháng Giêng âm lịch. Lễ hội gồm phần lễ tế, rước kiệu của các làng trong và ngoài xã cùng rất nhiều trò chơi dân gian."
Những ngôi chùa nào đạt di tích lịch sử cấp quốc gia?,Đền Thính được Bộ Văn hóa Thông tin công nhận là di tích lịch sử văn hoá ngày 21/1/1992.
Vị Đức thánh Tản Viên được mô tả như thế nào?,"Đức thánh Tản (tục vẫn gọi là Sơn Tinh) húy là Nguyễn Tuấn, sinh ngày 15 tháng Giêng năm Đinh Hợi tại động Lăng Xương, xã Trung Nghĩa, huyện Thanh Thủy, tỉnh Phú Thọ. Người mồ côi cha từ nhỏ, ở với mẹ và hai anh em họ là Nguyễn Hiển, Nguyễn Sùng."
Đền thờ ai?,"Đền thờ Trần Nguyên Hãn Tả Tướng Quốc, phò Lê Lợi diệt giặc Minh giải phóng đất nước thế kỷ XV."
Đền thờ Trần Nguyên Hãn tọa lạc tại vị trí nào?,"Đền ở thôn Đa Cai, xã Sơn Đông, Huyện Lập Thạch."
Đền thờ Trần Nguyên Hãn có kiến trúc gì đặc biệt?,"Đền được cấu trúc theo kiểu chữ “Đinh”, xung quanh có tường bao bọc tạo thành khuôn viên chữ “điền” vuông vắn."
"Đền thờ Trần Nguyên Hãn có những gian, tòa nào?","Các công trình xây dựng gồm 3 phần: Cổng đền, nhà tiền tế, hậu cung."
Đền thờ Trần Nguyên Hãn đã qua bao nhiêu lần tu sửa?,"Từ khi xây dựng đến nay, đền đã được tu sửa nhiều lần và xây dựng thêm, chủ yếu vào đời Nguyễn."
Chi tiết về các lần tu sửa?,"Từ khi xây dựng đến nay, đền đã được tu sửa nhiều lần và xây dựng thêm, chủ yếu vào đời Nguyễn. Nghệ thuật kiến trúc mang phong cách thời Nguyễn: Đục trơn bào nhẵn, trang trí đơn giản."
"Đền thờ Trần Nguyên Hãn có những bảo vật, hiện vật quý giá nào?",Liên quan tới di tích tương truyền còn có 2 vật cổ: Thanh Gươm và phiến đá mài gươm.
"Chi tiết về các bảo vật, hiện vật?","Có Thanh Gươm và phiến đá mài gươm. Chuyện kể rằng Trần Nguyên Hãn cày lên một thanh sắt dài như gươm và mài ở một hòn đá lớn bên bờ ao Son. Thanh gươm được Trần Nguyên Hãn mang bên người, tình cờ Trần Nguyên Hãn được một ông chủ bè ở cửa sông Phú Hậu tặng một thanh gỗ hình chuôi gươm vớt ở dưới lònh sông, khi cắm lưỡi gươm vào thì vừa khít, thanh gươm từ đó công hiệu. Còn phiến đá, sau một thời gian dài bị phù sa sông Lô lấp, ngày 12/1/1998 nhân dân thôn Đa Cai tìm thấy ở độ sâu 2m nghiêng về phía ao sen, chiều dài khoảng 2,49m, chiều rộng khoảng 1,6m, bề dày khoảng 0,4m và nặng khoảng 2 tấn."
Những câu chuyện liên quan tới đền thờ Trần Nguyên Hãn?,"Chuyện kể rằng: Trong thời kỳ giặc Minh thống trị nước ta, Trần Nguyên Hãn mới bước vào tuổi thanh xuân. Vì cha mẹ lên khai hoang lập trại ở địa đầu trang Sơn Đông, nên ngày ngày Trần Nguyên Hãn vẫn đi cày, đi cuốc. Trong một lần đi cày ở nương Gò Rạch, Trần Nguyên Hãn cày lên một thanh sắt dài như gươm. Đêm đêm ông đem gươm ra mài ở một hòn đá lớn bên bờ ao Son, vì vậy hòn đá đó có tên là đá mài gươm, hòn đá có một vết lõm trông tựa như vết chém tương truyền đó là vết chém thử gươm của Trần Nguyên Hãn. Thanh gươm được Trần Nguyên Hãn mang bên người, tình cờ Trần Nguyên Hãn được một ông chủ bè ở cửa sông Phú Hậu tặng một thanh gỗ hình chuôi gươm vớt ở dưới lònh sông, khi cắm lưỡi gươm vào thì vừa khít, thanh gươm từ đó công hiệu."
Đền thờ nhà giáo Đỗ Khắc Chung tọa lạc tại vị trí nào?,"Ngôi đền thờ nhà giáo Đỗ Khắc Chung ở làng Quan Tử, xã Sơn Đông, huyện Lập Thạch."
Đền thờ nhà giáo Đỗ Khắc Chung được xây dựng từ khi nào?,Đền thờ nhà giáo Đỗ Khắc Chung được xây dựng từ khoảng giữa thế kỷ XIV.
Đền thờ nhà giáo Đỗ Khắc Chung đã qua bao nhiêu lần tu sửa?,"Đền được trùng tu, sửa chữa năm 1929."
Diện tích của đền thờ nhà giáo Đỗ Khắc Chung là bao nhiêu?,Tổng diện tích xây dựng tới 600m2.
Đền thờ nhà giáo Đỗ Khắc Chung thờ ai?,Đền thờ nhà giáo Đỗ Khắc Chung thờ nhà giáo Đỗ Khắc Chung.
Đền thờ nhà giáo Đỗ Khắc Chung được xây dựng từ vật liệu nào?,Kiến trúc đền sử dụng chất liệu gỗ truyền thống.
"Đền thờ nhà giáo Đỗ Khắc Chung có những gian, tòa nào?","Đền có cổng tam quan 2 tầng 4 mái, sân đền lát gạch vuông, tiền tế (5 gian), trung tế 3 gian, hậu cung 3 gian."
"Chi tiết về các bảo vật, hiện vật tại đền thờ nhà giáo Đỗ Khắc Chung?","Đền còn lưu giữ nhiều tư liệu hiện vật quý như: Một bản thần phả (chữ Hán) do Đông các Đại học sỹ Nguyễn Bính phụng soạn năm Hồng Phúc nguyên niên (1572), một bia đá (văn chỉ) tạo năm Tự Đức Mậu Dần (1878) ghi danh các bậc tiên hiền liệt vị, những người đỗ đạt ở làng Quan Tử. Đặc biệt có bản phả lục về sự tích Đỗ Khắc Chung - công thần nhà Trần do Hàn Lâm Lễ Viện quan Đông các Đại học sĩ Lê Tung soạn năm Hồng Phúc thứ nhất (1572)."
Chi tiết về lễ hội tại đền thờ nhà giáo Đỗ Khắc Chung?,"Cứ đến ngày 3 tháng 10 âm lịch (là ngày Đỗ Khắc Chung mở trường dạy học), làng tổ chức làm ngày lễ chính, đồ lễ gồm: Trâu đực 1 con, to, khoẻ, ngoan ngoãn, chịu phục thần, thui rơm nguyên con, màu vàng, nguyên dạng không nứt nẻ. Bánh dày to 7 cái - đường kính 50cm. Hai thứ trên được rước vào đền đi theo hình chữ “á” theo tự dạng chữ “hán” đặt giữa nhà tiền tế rồi mới bắt đầu các nghi thức tế lễ. Qua 2 ngày lễ hội, đồ lễ được phá cỗ, chia lộc cho tất cả mọi thành viên trong làng thụ hưởng."
Những ngôi chùa nào ở tỉnh Vĩnh Phúc?,"Chùa Vĩnh Phúc là một trong những di tích lịch sử văn hoá đặc sắc của xã Sơn Đông và huyện Lập Thạch, tỉnh Vĩnh Phúc."
Những ngôi chùa nào đạt di tích lịch sử cấp tỉnh?,"Đền thờ Đỗ Khắc Chung cùng với đền Trần Nguyên Hãn, chùa Vĩnh Phúc, đình Bác Cổ là cụm di tích lịch sử văn hoá đặc sắc của xã Sơn Đông và huyện Lập Thạch, tỉnh Vĩnh Phúc."
Đền Thượng được xây dựng từ khi nào?,Đền Thượng được xây dựng vào khoảng đầu thế kỷ XVIII thời Lê Trung Hưng.
Đền Thượng xây dựng vào thời đại nào?,Đền Thượng xây dựng vào thời Lê Trung Hưng.
Đền Thượng thờ ai?,"Đền Thượng thờ 4 vị sơn thần là: Tản Viên Sơn Thánh, Cao Sơn Đại Vương, Quý Minh Đại Vương, U Sơn Đại Vương."
Từng gian ở Đền Thượng thờ ai?,Thông tin này không được đề cập trong đoạn văn.
Những ngôi chùa nào thờ đức thánh Tản Viên?,Thông tin này không được đề cập trong đoạn văn.
Đền Thượng tọa lạc tại vị trí nào?,"Đền Thượng tọa lạc trên đỉnh một quả đồi ở cuối thôn Thanh Lanh, xã Trung Mỹ, huyện Bình Xuyên."
"Đền Thượng có những gian, tòa nào?","Đền Thượng có toà tiền tế 3 gian, toà trung tế 3 gian 2 chất gắn với hậu cung 2 gian, nhà hữu mạc, và nhà phụ."
Vị Đức thánh Tản Viên được mô tả như thế nào?,"Theo truyền thuyết, Tản Viên Sơn Thánh là con rể của vua Hùng thứ 18 và là Thống lĩnh quân đội nhà Hùng."
Đền Đuông tọa lạc tại vị trí nào?,"Đền Đuông được xây dựng trên một gò đất cao thuộc xã Bồ Sao, huyện Vĩnh Tường."
Đền Đuông thờ ai?,"Đền thờ Đông Hải Long Vương, con thứ 25 của Lạc Long Quân và Âu Cơ."
Từng gian ở đền Đuông thờ ai?,"Đền Đuông thờ Đông Hải Long Vương, Thụy Minh Thái phu nhân, Mục Trinh công chúa, quan văn, quan võ, lưỡng sư Đồ đồng."
Đền Đuông có kiến trúc gì đặc biệt?,"Đền Đuông có kiến trúc hình chữ Công. Hai toà tiền đường và hậu cung được nối với nhau bằng ống muống. Toàn bộ công trình có 48 cột, hình chum, phình ở giữa và thuôn hai đầu. Các cột đều kê trên đá tảng, chia làm 4 hàng vững chắc. Các kèo làm lối kẻ chuyền, bào trơn đóng bén. Thượng lương đặt trên giá chiêng. ống muống có cấu trúc hai tầng mái kiểu chồng diềm mỗi cạnh 6m nổi lên thành lầu chuông, lầu trống."
"Đền Đuông có những gian, tòa nào?",Đền Đuông có hai toà tiền đường và hậu cung được nối với nhau bằng ống muống.
"Đền Đuông có những bảo vật, hiện vật quý giá nào?","Đền Đuông còn lưu giữ 10 pho tượng cổ: Đông Hải Long Vương, Thụy Minh Thái phu nhân, Mục Trinh công chúa, quan văn, quan võ, lưỡng sư Đồ đồng có đỉnh và 4 cây đèn to cao, màu đen bóng. Đặc biệt, đền Đuông còn bảo tồn được 14 đạo sắc phong từ thời Cảnh Hưng (1745) đến đời vua Khải Định (1925) và cuốn ngọc phả ghi rõ về thần tích, lịch sử Đền."
Những ngôi chùa nào ở tỉnh Vĩnh Phúc?,"Đoạn văn chỉ đề cập đến Đền Đuông ở Vĩnh Phúc, không đề cập đến các ngôi chùa khác."
"Chi tiết về các bảo vật, hiện vật?","Đền Đuông còn lưu giữ 10 pho tượng cổ: Đông Hải Long Vương, Thụy Minh Thái phu nhân, Mục Trinh công chúa, quan văn, quan võ, lưỡng sư Đồ đồng có đỉnh và 4 cây đèn to cao, màu đen bóng. Đặc biệt, đền Đuông còn bảo tồn được 14 đạo sắc phong từ thời Cảnh Hưng (1745) đến đời vua Khải Định (1925) và cuốn ngọc phả ghi rõ về thần tích, lịch sử Đền."
Đình Hiển Lễ tọa lạc tại vị trí nào?,"Đình Hiển Lễ tọa lạc ở một vị trí đẹp, rộng và bằng phẳng ở ven làng Hiển Lễ."
"Đình Hiển Lễ có những bảo vật, hiện vật quý giá nào?","Đình Hiển Lễ còn lưu giữ được nhiều cổ vật thuộc các loại chất liệu: gỗ, vải, đồng, giấy như: Hai cỗ ngai thánh làm thời Nguyễn được sơn son thếp vàng, đục chạm tinh tế; kiệu bát cống với lầu kiệu khá lớn hình mui thuyền, được làm từ thời Hậu Lê và các mâm xà, mâm ấu, mâm bồng, hòm sắc, cuốn thư... Đặc biệt có 6 bản sắc phong và 2 cuốn ngọc phả chữ Hán, là tài liệu thuộc dạng cổ vật độc bản, rất quý."
Đình Hiển Lễ tổ chức lễ hội vào ngày nào?,"Hàng năm tại đình Hiển Lễ có nhiều ngày tiệc lệ, trong đó lớn nhất là 2 kỳ tiệc: giỗ Tổ nghề gốm (30 tháng giêng) và ngày sinh thánh (mùng 5 tháng hai)."
Chi tiết về lễ hội đình Hiển Lễ?,"Bắt đầu từ tối 29 tháng giêng, cả làng đã vào hội, nhà nhà đều thắp một ngọn đèn treo ở cổng với ý nghĩa lò gốm luôn đỏ lửa. Sáng hôm sau, mỗi nhà làm một mâm cỗ thủ gia dâng ra đình làm lễ Tổ nghề. Từ ngày hôm đó, sau lễ nhập tịch, các nghi thức tế được tiến hành tuần tự mỗi ngày 2 lần trong suốt thời gian mở tiệc. Khách đến tham dự lễ  hội ngoài việc tế lễ đáp ứng nhu cầu tín ngưỡng và vui hội xuân còn tham gia giao lưu buôn bán các sản phẩm đồ gốm của làng nên thường tạo nên không khí rất đông vui, nhộn nhịp."
Đình Hiển Lễ thờ ai?,"Trong đình Hiển Lễ có bài vị thờ ông (đức thánh tổ Hà Tân), vợ ông (La Lang Lương thị) cùng với con trai ông (Đức thánh Trường Sinh)."
Đình Hội Thịnh tọa lạc tại vị trí nào?,"Đình Hội Thịnh tọa lạc tại xã Hợp Thịnh, huyện Tam Dương, tỉnh Vĩnh Phúc. Đình nằm phía trước bên phải trụ sở Uỷ ban nhân dân xã Hợp Thịnh."
Đình Hội Thịnh được xây dựng từ khi nào?,"Đình Hội Thịnh được xây dựng từ khoảng nửa cuối thế kỷ thứ XVII, không rõ năm khởi dựng."
Đình Hội Thịnh có kiến trúc gì đặc biệt?,"Đình Hội Thịnh có mặt bằng kiểu chữ Đinh, gồm hai tòa: đại đình (đại bái) và hậu cung nối liền nhau. Đại đình gồm năm gian, hai trái có kích thước 16,8m x 6,8m, gian chính rộng gần 4m. Hậu cung đình gồm hai gian dọc có kích thước 8,8m x 9,5m."
Đình Hội Thịnh tổ chức lễ hội vào ngày nào?,"Đình Hội Thịnh duy trì đầy đủ 7 lễ tiệc hàng năm, trong đó có 3 ngày lễ chính là mùng 3 và mùng 10 tháng giêng, mùng 10 tháng 9 âm lịch."
Đình Hội Thịnh đã qua bao nhiêu lần tu sửa?,"Đình Hội Thịnh đã trải qua nhiều lần tu sửa, đặc biệt là vào năm 1997 và 1999."
Diện tích của đình Hội Thịnh là bao nhiêu?,Đình Hội Thịnh tọa lạc trên diện tích 1394m2.
"Đình Hội Thịnh có những gian, tòa nào?",Đình Hội Thịnh gồm có hai tòa: đại đình (đại bái) và hậu cung nối liền nhau.
Những ngôi chùa nào đạt di tích lịch sử cấp tỉnh?,Đình Hội Thịnh được UBND tỉnh Vĩnh Phúc công nhận là Di tích Lịch sử văn hóa cấp tỉnh.
Chi tiết về lễ hội đình Hội Thịnh?,"Đình Hội Thịnh duy trì đầy đủ 7 lễ tiệc hàng năm, trong đó có 3 ngày lễ chính là mùng 3 và mùng 10 tháng giêng, mùng 10 tháng 9 âm lịch, vào 3 dịp này nhân dân địa phương và các vùng lân cận đến làm lễ cầu mong có được sự may mắn, an lành."
Những sự kiện lịch sử quan trọng đã diễn ra tại đình Hội Thịnh?,"Đình Hội Thịnh từng chứng kiến và che chở cho những người hoạt động cách mạng, từng là nơi chứa kho vũ khí, thuốc men, là nơi cứu chữa bệnh binh, sơ tán của các cơ quan Đảng, chính quyền tỉnh trong các cuộc chiến tranh của đất nước."
Đình Hương Canh được xây dựng từ khi nào?,Đình Hương Canh làm thời Hậu Lê (thế kỷ XVII).
Đình Hương Canh xây dựng vào thời đại nào?,Đình Hương Canh xây dựng vào thời Hậu Lê.
Đình Hương Canh có kiến trúc gì đặc biệt?,"Đình Hương Canh có kiến trúc đồ sộ, chạm trổ tinh vi điêu luyện. Mái đình lợp bằng ngói mũi hài, xếp theo kiểu “đóng óc vẩy rồng”. Xưa kia, đình có 3 toà kiến trúc bố cục theo kiểu chữ “vương”, nay còn toà tiền tế và đại đình."
Đình Hương Canh đã qua bao nhiêu lần tu sửa?,"Đình Hương Canh đã tu sửa vào năm 1964, dỡ đi toà cuối cùng."
Đình Hương Canh tọa lạc tại vị trí nào?,Đình Hương Canh nằm ở vị trí giữa làng Hương Canh.
Những ngôi chùa nào gần ngôi đình Hương Canh?,Chùa Kính Phúc gần đình Hương Canh.
Những ngôi chùa nào ở tỉnh Vĩnh Phúc?,Chùa Kính Phúc ở tỉnh Vĩnh Phúc.
Đình Hương Canh được xây dựng từ vật liệu nào?,Đình Hương Canh được xây dựng từ gỗ tốt.
"Những ngôi đình, chùa nào đạt di tích lịch sử cấp quốc gia?","Đình Ngọc Canh, Tiên Canh, chùa Kính Phúc đã được xếp hạng Quốc gia."
"Đình Hương Canh có những gian, tòa nào?","Đình Hương Canh có toà tiền tế và đại đình. Tiền tế gồm 3 gian, đại đình 5 gian 2 dĩ."
Chi tiết về các lần tu sửa?,Năm 1964 trong khi tu sửa đã dỡ đi toà cuối cùng.
Đình Hương Canh có ảnh hưởng như thế nào đến cộng đồng địa phương?,"Đình Hương Canh là công trình kiến trúc đạt đến đỉnh cao về nghệ thuật điêu khắc gỗ cổ dân gian, là địa chỉ đỏ trong những chuyến hành hương tham quan thưởng ngoạn của du khách gần xa."
Đình Ngọc Canh được xây dựng từ khi nào?,Đình Ngọc Canh được khởi dựng thời Hậu Lê (thế kỷ XVII).
